	sample	Time	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
124	Rice straw	1	FCentRs1_8	bacteria_odb10	79	79	0	1.6	19.4	124	14228	14228	0.00%	293	92.01	1.16	Neural Network (Specific Model)	11	0.859	14228	278.2137559	2879680	0.43	2966	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp013417555	GCF_013417555.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp013417555	96.81	0.901							ani_screen	classification based on ANI only	"GCF_000369625.1, s__Acinetobacter variabilis, 95.0, 95.52, 0.865"					2991	2937	293	kingdom	1	0.98	0	0	0	0.95	0.93	TRUE	293	293	192	107	14	2	2879680	2879680	2543523	1941452	526205	121489	293	68671	2879680	42.73	14228	4721	17341.8	66	202	0
125	Soil	0	ContSoil0_1	bacteria_odb10	84.7	84.7	0	6.5	8.8	124	10337	10337	0.00%	427	90.39	2.81	Gradient Boost (General Model)	11	0.93	10337	277.4286222	2515927	0.7	2816	None	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__CALGFI01;s__											d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__CALGFI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		86.18	11	0.86665		2805	2563	425	family	0.61	0.56	0.28	0.23	0.65	0.66	0.37	TRUE	427	427	158	69	14	1	2515927	2515927	1898467	1284786	466914	55658	427	55658	2515927	69.71	10337	2295	14118.3	67	267	0
126	Soil	0	ContSoil0_14	bacteria_odb10	79.8	79	0.8	12.1	8.1	124	8064	8064	0.00%	529	91.47	5.18	Neural Network (Specific Model)	11	0.912	8064	281.0997169	2935131	0.62	3179	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_016214695.1, s__Sideroxyarcus sp016214695, 95.0, 85.33, 0.333; GCA_016208015.1, s__Sideroxyarcus sp016208015, 95.0, 84.94, 0.345; GCA_030651895.1, s__Sideroxyarcus sp030651895, 95.0, 84.92, 0.309; GCA_003445795.1, s__Sideroxyarcus sp003445795, 95.0, 84.62, 0.27; GCA_018813765.1, s__Sideroxyarcus sp018813765, 95.0, 84.46, 0.246; GCA_016235045.1, s__Sideroxyarcus sp016235045, 95.0, 83.99, 0.224; GCA_021847165.1, s__Sideroxyarcus sp021847165, 95.0, 83.1, 0.207; GCF_021654335.1, s__Sideroxyarcus emersonii, 95.0, 83.07, 0.215; GCA_030652215.1, s__Sideroxyarcus sp030652215, 95.0, 82.75, 0.159; GCF_000025705.1, s__Sideroxyarcus lithotrophicus, 95.0, 82.48, 0.183; GCA_018820925.1, s__Sideroxyarcus sp018820925, 95.0, 82.46, 0.16; GCA_020723185.1, s__Sideroxyarcus lithotrophicus_A, 95.0, 82.06, 0.155"	78.71	11	0.95885		3226	3068	525	class	0.9	0.86	0.37	0.07	0.14	0.79	0.67	TRUE	529	529	197	77	4	0	2935131	2935131	2070033	1251062	111427	0	529	29976	2935131	61.66	8064	2208	10428.6	102	369	0
127	Soil	0	ContSoil0_7	bacteria_odb10	8.1	8.1	0	10.5	81.4	124	1985	1985	0.00%	1125	59.45	8.95	Gradient Boost (General Model)	11	0.747	1985	166.3152799	2200909	0.35	3305	None	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__											d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__	taxonomic classification fully defined by topology			42.94	11	0.91657		3029	2298	1040	order	0.81	0.62	0.8	0.28	0.75	0.62	0.38	FALSE	1125	1125	46	2	0	0	2200909	2200909	309569	23525	0	0	1125	13343	2200909	34.74	1985	1159	2827.5	323	922	0
128	Soil	1	ContSoil1_15	bacteria_odb10	75	73.4	1.6	11.3	13.7	124	3856	3856	0.00%	972	80.67	2.52	Gradient Boost (General Model)	11	0.907	3856	254.9376268	3320641	0.68	3944	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAIXTM01;s__											d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAIXTM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		71.14	11	0.94656		3948	3741	969	order	0.92	0.87	0.24	0.06	0.13	0.69	0.6	TRUE	972	972	168	16	0	0	3320641	3320641	1185038	190757	0	0	972	19396	3320641	68.39	3856	1887	4651.5	277	774	0
129	Soil	0	FBaNitSoil0_14	bacteria_odb10	58.9	58.1	0.8	7.3	33.8	124	7260	7260	0.00%	555	62.48	3.24	Neural Network (Specific Model)	11	0.932	7260	281.2808321	3038390	0.72	3365	None	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__											d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		59.11	11	0.87012		3334	3109	555	class	0.88	0.82	0.21	0.41	1.02	0.61	0.5	TRUE	555	555	225	65	1	0	3038390	3038390	2050608	892893	25061	0	555	25061	3038390	71.58	7260	2717	8205.6	139	408	0
130	Soil	0	FBaNitSoil0_17	bacteria_odb10	54	50.8	3.2	16.9	29.1	124	2918	2918	0.00%	548	71.17	4.87	Gradient Boost (General Model)	11	0.935	2918	251.8144604	1515283	0.66	1881	None	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__FEB-35;s__						GCA_003105225.1	95	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__FEB-35;s__FEB-35 sp003105225	85.95	0.15	d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__FEB-35;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_001798885.1, s__FEB-35 sp001798885, 95.0, 86.79, 0.199"	55.51	11	0.91775		1875	1805	547	kingdom	1	0.96	0	0	0	0.77	0.74	TRUE	548	548	38	2	0	0	1515283	1515283	253684	29222	0	0	548	18307	1515283	65.8	2918	1738	3538.3	178	454	0
131	Soil	0	FBaNitSoil0_18	bacteria_odb10	78.2	78.2	0	8.1	13.7	124	9249	9249	0.00%	295	82.34	1.45	Gradient Boost (General Model)	11	0.935	9249	277.7576854	1966960	0.69	2212	None	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		70.9	11	0.86425		2212	2012	295	class	0.86	0.78	0.22	0.17	0.41	0.6	0.47	TRUE	295	295	144	50	7	0	1966960	1966960	1525156	865896	216110	0	295	41283	1966960	69.38	9249	3061	11988.8	63	207	0
132	Soil	0	FBaNitSoil0_21	bacteria_odb10	86.3	78.2	8.1	3.2	10.5	124	19850	19850	0.00%	234	88.19	2.88	Gradient Boost (General Model)	11	0.895	19850	276.0521292	2517507	0.64	2724	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__						GCA_014380485.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp014380485	80.28	0.182	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_022865725.1, s__Methyloceanibacter sp022865725, 95.0, 82.87, 0.169"	79.07	11	0.93229		2732	2496	234	family	0.86	0.79	0.4	0.12	0.27	0.73	0.58	TRUE	234	234	126	82	23	4	2517507	2517507	2228422	1907664	939747	239759	234	75094	2517507	63.97	19850	4182	24445.8	38	135	0
133	Soil	0	FBaNitSoil0_3	bacteria_odb10	91.2	82.3	8.9	4.8	4	124	27330	27330	0.00%	283	99.95	5.75	Gradient Boost (General Model)	11	0.915	27330	278.2444966	3100065	0.7	3407	None	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		82.94	11	0.86271		3382	2964	281	class	0.84	0.74	0.23	0.26	0.69	0.59	0.44	TRUE	283	283	133	86	31	12	3100065	3100065	2776528	2466246	1626831	970233	283	143122	3100065	69.87	27330	4802	41094.7	29	136	0
134	Soil	0	FBaNitSoil0_7	bacteria_odb10	46	45.2	0.8	20.2	33.8	124	1420	1420	0.00%	1540	62.88	5.05	Gradient Boost (General Model)	11	0.895	1420	214.0359186	2252487	0.43	3146	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__						GCA_029265875.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium sp029265875	90.58	0.222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		44.35	11	0.99503		3103	2852	1521	phylum	0.95	0.87	0.77	0.03	0.05	0.67	0.59	FALSE	1540	1540	1	0	0	0	2252487	2252487	5011	0	0	0	1540	5011	2252487	42.54	1420	1066	1626.9	584	1323	0
135	Soil	1	FBaNitSoil1_10	bacteria_odb10	76.6	76.6	0	1.6	21.8	124	39286	39286	0.00%	128	79.99	0.88	Gradient Boost (General Model)	11	0.934	39286	326.5003931	2663275	0.69	2544	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		71.26	11	0.84322		2544	2417	128	class	0.91	0.87	0.18	0.27	0.78	0.61	0.53	TRUE	128	128	101	75	37	10	2663275	2663275	2583906	2386291	1741106	709242	128	130154	2663275	68.6	39286	9788	41575.3	24	77	0
136	Soil	1	FBaNitSoil1_11	bacteria_odb10	88.7	88.7	0	4.8	6.5	124	84608	84608	0.00%	176	95.95	1.15	Gradient Boost (General Model)	11	0.924	84608	367.3341312	7455621	0.67	6267	None	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__											d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		85.96	11	0.81825		6216	5782	176	family	0.7	0.65	0.17	0.13	0.31	0.66	0.43	TRUE	176	176	134	121	88	54	7455621	7455621	7354915	7255711	6722085	5503959	176	308018	7455621	66.83	84608	25255	103563.5	28	88	0
137	Soil	1	FBaNitSoil1_14	bacteria_odb10	86.3	83.9	2.4	4.8	8.9	124	11478	11478	0.00%	773	90.81	3.57	Gradient Boost (General Model)	11	0.854	11478	261.7755801	5887230	0.58	6421	None	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__											d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		83.28	11	0.90943		6277	5026	765	phylum	0.85	0.68	0.1	0.55	3.28	0.54	0.37	TRUE	773	773	376	176	29	3	5887230	5887230	4684496	3234882	1033655	165089	773	57241	5887230	57.78	11478	3405	15134.1	149	526	0
138	Soil	1	FBaNitSoil1_21	bacteria_odb10	80.6	80.6	0	8.1	11.3	124	6571	6571	0.00%	386	89.35	1.54	Gradient Boost (General Model)	11	0.935	6571	258.1700168	1972294	0.72	2388	None	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__CALAEC01;g__CALAEC01;s__						GCA_937890785.1	95	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__CALAEC01;g__CALAEC01;s__CALAEC01 sp937890785	84.48	0.264	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__CALAEC01;g__CALAEC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		83.56	11	0.91283		2370	2114	386	genus	0.45	0.4	0.18	0.28	0.81	0.6	0.24	TRUE	386	386	132	33	3	1	1972294	1972294	1245976	545850	139183	68054	386	68054	1972294	71.52	6571	2403	10440.7	88	282	0
139	Soil	1	FBaNitSoil1_23	bacteria_odb10	95.1	93.5	1.6	2.4	2.5	124	13872	13872	0.00%	1225	94.82	9.43	Gradient Boost (General Model)	11	0.856	13872	343.9775427	12064620	0.58	10019	None	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		89.63	11	0.9367		9934	8325	1223	order	0.56	0.47	0.13	0.53	2.71	0.54	0.25	TRUE	1225	1225	817	421	69	7	12064620	12064620	10692263	7816121	2406847	395127	1225	68683	12064620	58.24	13872	4719	17064.9	270	852	0
140	Soil	1	FBaNitSoil1_24	bacteria_odb10	61.3	60.5	0.8	7.3	31.4	124	18963	18963	0.00%	126	67.92	0.76	Gradient Boost (General Model)	11	0.923	18963	309.6339017	2002629	0.72	1994	None	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__											d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_012026785.1, s__UBA5189 sp012026785, 95.0, 81.53, 0.186"	65.84	11	0.95071		1985	1823	126	phylum	0.96	0.88	0.21	0.15	0.35	0.64	0.56	TRUE	126	126	115	92	18	1	2002629	2002629	1967485	1784739	599880	72550	126	72550	2002629	72.09	18963	9778	22056.8	37	94	0
141	Soil	1	FBaNitSoil1_7	bacteria_odb10	43.5	41.1	2.4	23.4	33.1	124	2086	2086	0.00%	1969	67.03	5.32	Gradient Boost (General Model)	11	0.913	2086	237.474597	3813767	0.68	4901	None	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__											d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		44.15	11	0.88621		4854	4197	1938	order	0.55	0.47	0.44	0.45	1.78	0.58	0.27	TRUE	1969	1969	50	1	0	0	3813767	3813767	307916	10288	0	0	1969	10288	3813767	67.98	2086	1140	2546	594	1612	0
142	Soil	0	FBaSoil0_10	bacteria_odb10	8.1	8.1	0	13.7	78.2	124	1734	1734	0.00%	1020	55.66	2.74	Neural Network (Specific Model)	11	0.754	1734	182.3577337	1750003	0.28	2418	None	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__						GCA_014523515.1	95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp014523515	94.04	0.436	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__	taxonomic classification defined by topology and ANI			49.4	11	0.98149		2352	1848	949	kingdom	1	0.79	0.34	0.08	0.18	0.57	0.45	TRUE	1020	1020	10	0	0	0	1750003	1750003	62638	0	0	0	1020	8509	1750003	27.95	1734	1098	2149.9	337	854	0
143	Soil	0	FBaSoil0_14	bacteria_odb10	61.3	58.9	2.4	15.3	23.4	124	6868	6868	0.00%	441	68.56	4.8	Gradient Boost (General Model)	11	0.933	6868	265.5890772	2262407	0.71	2655	None	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__CALGFI01;s__											d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__CALGFI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		59.05	11	0.87691		2649	2349	441	genus	0.54	0.48	0.28	0.17	0.43	0.67	0.32	TRUE	441	441	149	49	2	0	2262407	2262407	1436878	743465	90662	0	441	49627	2262407	70.61	6868	2299	9460.8	97	321	0
144	Soil	0	FBaSoil0_16	bacteria_odb10	95.1	91.1	4	2.4	2.5	124	107444	107444	0.00%	163	100	1.61	Gradient Boost (General Model)	11	0.887	107444	345.5191062	7205777	0.68	6176	None	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__											d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		85.68	11	0.81582	Genome has more than 10.8% of markers with multiple hits	6136	5642	163	phylum	0.88	0.81	0.18	0.19	0.47	0.64	0.52	TRUE	163	163	112	97	72	44	7205777	7205777	7058182	6948118	6495416	5519591	163	505374	7205777	68.37	107444	25472	140320	19	72	0
145	Soil	0	FBaSoil0_20	bacteria_odb10	73.4	71.8	1.6	8.9	17.7	124	20526	20526	0.00%	285	86.47	0.92	Gradient Boost (General Model)	11	0.954	20526	292.9061224	3595946	0.72	3920	None	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__						GCA_013813135.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__JACVRW01 sp013813135	83.86	0.234	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		76.27	11	0.9464		3914	3618	285	class	0.88	0.81	0.15	0.23	0.58	0.61	0.49	TRUE	285	285	184	119	37	7	3595946	3595946	3286798	2810433	1543798	539007	285	144787	3595946	71.53	20526	5681	30039.9	49	175	0
146	Soil	1	FBaSoil1_13	bacteria_odb10	89.5	88.7	0.8	4.8	5.7	124	64213	64213	0.00%	94	91.69	2.19	Gradient Boost (General Model)	11	0.92	64213	286.3351973	2994985	0.69	3219	None	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__						GCA_021323315.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__GMQP-bins7 sp021323315	80.31	0.17	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		84.71	11	0.94814		3175	2793	94	family	0.58	0.51	0.07	0.45	2.01	0.59	0.3	TRUE	94	94	64	56	40	22	2994985	2994985	2925922	2868384	2600062	1957513	94	175803	2994985	68.72	64213	20200	79255.4	14	45	0
147	Soil	1	FBaSoil1_17	bacteria_odb10	91.1	91.1	0	4.8	4.1	124	19527	19527	0.00%	277	96.67	0.61	Gradient Boost (General Model)	11	0.935	19527	291.1747955	3075195	0.65	3301	None	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__JARDZU01;s__						GCA_025937235.1	95	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__JARDZU01;s__JARDZU01 sp025937235	93.94	0.789	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__JARDZU01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_025928935.1, s__JARDZU01 sp025928935, 95.0, 88.53, 0.685"	93.9	11	0.99179	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	3302	2984	277	family	0.48	0.43	0.19	0.42	1.74	0.55	0.24	TRUE	277	277	154	97	26	6	3075195	3075195	2721751	2316962	1165240	444226	277	119105	3075195	65.31	19527	4456	28098.7	44	164	0
148	Soil	1	FBaSoil1_9	bacteria_odb10	46.8	46	0.8	11.3	41.9	124	3820	3820	0.00%	703	56.54	2.05	Gradient Boost (General Model)	11	0.898	3820	250.8143443	2035949	0.57	2440	None	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__											d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		48.2	11	0.87953		2372	1989	683	genus	0.56	0.47	0.63	0.28	0.88	0.66	0.31	FALSE	703	703	105	9	0	0	2035949	2035949	747091	98191	0	0	703	12661	2035949	56.98	3820	1336	4479.2	167	524	0
149	Soil	0	FCentSoil0_10	bacteria_odb10	88	81.5	6.5	1.6	10.4	124	21358	21358	0.00%	740	92.43	7.53	Gradient Boost (General Model)	11	0.845	21358	271.976088	6042315	0.61	6273	None	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__J063;f__;g__;s__											d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__J063;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		78.43	11	0.59088	Genome has more than 14.2% of markers with multiple hits	6262	5365	737	order	0.51	0.44	0.14	0.76	7.39	0.57	0.25	TRUE	740	740	238	156	62	17	6042315	6042315	4792760	4225007	2719208	1190199	740	120522	6042315	60.59	21358	2553	29220.8	75	429	0
150	Soil	0	FCentSoil0_11	bacteria_odb10	17.7	16.1	1.6	12.9	69.4	124	24703	24703	0.00%	207	98.55	1.36	Neural Network (Specific Model)	11	0.755	24703	212.7381325	3228688	0.43	3834	None	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__						GCA_025922735.1	95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp025922735	93.02	0.737	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	taxonomic classification defined by topology and ANI		"GCA_025924355.1, s__Nitrososphaera sp025924355, 95.0, 90.19, 0.765; GCA_025935445.1, s__Nitrososphaera sp025935445, 95.0, 90.1, 0.591; GCA_030776915.1, s__Nitrososphaera sp030776915, 95.0, 89.69, 0.646; GCA_025929855.1, s__Nitrososphaera sp025929855, 95.0, 89.54, 0.689; GCA_030861865.1, s__Nitrososphaera sp030861865, 95.0, 88.14, 0.553"	88.51	11	0.9886	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	3347	2751	207	kingdom	1	0.82	0.27	0.1	0.21	0.67	0.55	TRUE	207	207	157	98	38	7	3228688	3228688	3051992	2605903	1590773	498913	207	90251	3228688	42.58	24703	7225	30793.8	39	133	0
151	Soil	0	FCentSoil0_5	bacteria_odb10	16.9	16.9	0	10.5	72.6	124	8553	8553	0.00%	433	88.31	3.14	Neural Network (Specific Model)	11	0.813	8553	219.3862069	1988421	0.42	2465	None	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__											d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	taxonomic classification defined by topology and ANI		"GCA_025935445.1, s__Nitrososphaera sp025935445, 95.0, 84.91, 0.228; GCA_025922735.1, s__Nitrososphaera sp025922735, 95.0, 84.72, 0.241; GCA_030776915.1, s__Nitrososphaera sp030776915, 95.0, 84.32, 0.261; GCA_025929855.1, s__Nitrososphaera sp025929855, 95.0, 84.09, 0.289; GCA_030861865.1, s__Nitrososphaera sp030861865, 95.0, 83.4, 0.184; GCA_025924355.1, s__Nitrososphaera sp025924355, 95.0, 83.28, 0.354"	74.97	11	0.97944		2248	1922	405	phylum	0.92	0.79	0.73	0.03	0.06	0.72	0.57	FALSE	433	433	117	50	7	1	1988421	1988421	1355254	885631	233337	60690	433	60690	1988421	42.43	8553	1601	12147.2	62	274	0
152	Soil	1	FCentSoil1_17	bacteria_odb10	77.4	76.6	0.8	2.4	20.2	124	41424	41424	0.00%	164	75.79	1	Gradient Boost (General Model)	11	0.896	41424	317.8069984	3885047	0.71	3658	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		72.75	11	0.96473		3635	3407	164	family	0.83	0.77	0.14	0.19	0.51	0.65	0.5	TRUE	164	164	114	102	67	21	3885047	3885047	3760396	3665085	3079458	1436962	164	98443	3885047	70.92	41424	14718	44591.6	33	89	0
